Name,Price,Abv,Rating,Year_Made,Distillery,Mash_Bill,Flavor_Profile,Aging Period
"Redwood Empire Devils Tower High Rye (Batch 001), 49.50%",80,49.5,90,2023,Redwood Empire Distillery,undisclosed,"spicy, rye, caramel, vanilla, oak",4.5
"High N  Wicked 5 year old, 52%",80,52,90,2023,New Riff Distilling,"65% corn, 30% rye, 5% malted barley","spicy, caramel, vanilla, oak, pepper",5
"Redwood Empire Screaming Titan (Batch 001), 48%",80,48,90,2023,Redwood Empire Distilling,undisclosed,"caramel, vanilla, oak, spice, fruit",5
"Starlight 5 year old Carl T. Huber s Cigar Batch Brazilian Amburana Barrel Finished (2024 Release), 55.85%",80,55.9,90,2024,Huber's Starlight Distillery,undisclosed,"spicy, tobacco, cinnamon, caramel, oak",5
"Barrell 13 year old Bourbon (Batch 009), 56.05%",85,56,90,2016,Undisclosed (sourced by Barrell Craft Spirits),Undisclosed,"Vanilla, Caramel, Oak, Spice, Fruit",13
"Remus Repeal Reserve Straight Bourbon (Series III), 50%",85,50,90,2019,MGP (Midwest Grain Products),undisclosed,"caramel, baking spice, vanilla, oak, dried fruit",11
"Jefferson's Ocean Aged at Sea Blend of Straight Bourbons (Voyage 28), 45%",85,45,90,2022,Jefferson's (Kentucky Artisan Distillery),undisclosed,"caramel, sea-salt, oak, vanilla, spice",6.5
"Four Roses 12 year old Limited Edition Single Barrel (2011 Release), 50.9%",90,50.9,90,2011,Four Roses Distillery,"60% corn, 35% rye, 5% malted barley","Rich fruit, spicy rye, caramel, vanilla, oak",12
"Clyde May s Cask Strength 8 year old, 58.5%",90,58.5,90,NA,Conecuh Ridge Distillery,undisclosed,"caramel, spice, dried fruit, oak, vanilla",8
"Barrell Cask-Strength Bourbon (Batch 015), 53.8%",90,53.8,90,2018,"Barrell Craft Spirits (sourced, exact distillery undisclosed)",undisclosed,"caramel, spice, oak, dark fruit, vanilla",12
"Old Fitzgerald 9 year old Bottled in Bond (Fall 2018 Release), 50%",90,50,90,2018,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, oak, vanilla, spice, buttery",9
"Parker s Heritage Collection 2018 Orange Cura ao Finished, 55%",90,55,90,2018,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","orange, caramel, vanilla, spice, oak",7.5
"Barrell Cask-Strength Bourbon (Batch 017), 56.25%",90,56.2,90,2019,Barrell Craft Spirits (sourced; exact distillery undisclosed),undisclosed,"caramel, oak, vanilla, spice, dried fruit",12
"Booker s 2020-02  Boston Batch  Kentucky Straight Bourbon, 63.25%",90,63.2,90,2020,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, oak, vanilla, cinnamon, spice",6.25
"Booker s  Noe Strangers Batch  (Batch 2021-04), 62.2%",90,62.2,90,2021,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","vanilla, oak, caramel, baking spice, toasted nuts",6.42
"Ugly Dog 12 year old Distiller s Cache Single Barrel (No. 11), 47%",90,47,90,NA,Ugly Dog Distillery,undisclosed,"caramel, oak, vanilla, spice",12
"Filibuster 5 year old Bottled in Bond, 50%",90,50,90,2021,Filibuster Distillery,"75% corn, 21% rye, 4% malted barley","caramel, vanilla, oak, spice",5
"Penelope Cooper Series Rio Honey and Amburana Barrel Double Cask Finished (Batch 24-901), 49%",90,49,90,2023,"Penelope Bourbon (sourced, distilled at MGP)",undisclosed,"honey, cinnamon, amburana spice, caramel, oak",4.5
"Murray Hill Club Blended Bourbon, 51.5%",92,51.5,90,2023,Jos. A. Magnus & Co.,undisclosed,"caramel, oak, vanilla, dark fruit, spice",15
"Bowman Bros. 10 year old Virginia Straight Cask Strength, 70.55%",100,70.6,90,NA,A. Smith Bowman Distillery,undisclosed,"caramel, oak, spice, vanilla, rich",10
"American Highway Reserve Route 2 Blend of Straights, 49%",100,49,90,2022,Bardstown Bourbon Company,undisclosed,"caramel, vanilla, oak, spice, toasted nuts",9
"Remus Repeal Reserve (Series VI), 50%",100,50,90,2022,Ross & Squibb Distillery (formerly MGP),undisclosed,"caramel, dried fruit, oak, spice, vanilla",11
"Old Elk Cognac Cask Finished, 54.85%",100,54.9,90,2023,Old Elk Distillery,undisclosed,"caramel, oak, dried fruit, spice, cognac",5.5
"Jefferson s Tropics Aged in Humidity Finished in Singapore, 52%",100,52,90,2023,Kentucky Artisan Distillery,undisclosed,"tropical fruit, spice, caramel, oak, vanilla",9
"Rebel 10 year old Single Barrel (No. 6183611; 2024 release), 50%",100,50,90,2024,Lux Row Distillers,undisclosed (wheated),"caramel, vanilla, oak, spice, dried fruit",10
"Yellowstone Limited Edition (2015 Release), 52.5%",105,52.5,90,2015,Limestone Branch Distillery,undisclosed,"caramel, vanilla, oak, spice, citrus",11
"Orphan Barrel Rhetoric 22 year old, 45.2%",110,45.2,90,2016,Bernheim Distillery (Heaven Hill),"86% corn, 8% barley, 6% rye","oak, caramel, vanilla, spice, leather",22
"Distillery 291 E Cherry and Peach Wine-Barrel Finished Bourbon (Batch 6), 61.3%",115,61.3,90,2021,Distillery 291,undisclosed,"fruity, spicy, rich, sweet, oak",3.5
"12 year old The D12tance Cabernet Sauvignon Cask Finished, 48%",120,48,90,NA,Barton 1792 Distillery,undisclosed,"Rich fruit, oak, spice, wine influence",12
"Blue Run Marrakech Market, 55.15%",120,55.1,90,NA,Blue Run Spirits (distilled at Castle & Key Distillery),undisclosed,"Spiced, Citrus, Dried Fruit, Honey, Earthy",4.5
"Four Roses Limited Edition Single Barrel Elliott s Select (2016 Release), 58.4%",125,58.4,90,2016,Four Roses Distillery,Undisclosed,"Fruity, Spicy, Oak, Caramel",14
"Knob Creek 25th Anniversary Single Barrel (barreled 2/11/2004), 60.9%",130,60.9,90,2004,Jim Beam Distillery,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice, leather",13
"Reservoir Maison de Cuivre Wine Cask-Finished Bourbon, 50%",135,50,90,NA,Reservoir Distillery,undisclosed,"fruity, wine-influenced, oak, vanilla, spice",3
"Widow Jane 14 year old The Vaults Blend of Straight Bourbons (Batch 1), 49.5%",150,49.5,90,2019,Widow Jane Distillery,undisclosed,"oak, caramel, vanilla, spice, cherry",14
"Hardin s Creek Jacob s Well, 54%",150,54,90,2022,James B. Beam Distilling Co.,undisclosed,"caramel, oak, vanilla, spice, dark fruit",15.5
"Bhakta Armagnac Finished, 50.3%",150,50.3,90,NA,"Bhakta Spirits (sourced, finished by Bhakta Spirits)",undisclosed,"rich fruit, spice, caramel, oak, vanilla",8
"Garrison Brothers Guadalupe Port Cask Finished (2024 Release), 53.5%",150,53.5,90,2024,Garrison Brothers Distillery,undisclosed,"rich fruit, dark chocolate, port sweetness, oak, spice",5
"Quest s End Rogue Blend of Straights, 49.15%",150,49.1,90,NA,"Quest's End (blended sourced whiskey, original distillery undisclosed)",undisclosed,"caramel, oak, spice, vanilla, toasted nuts",6
"Angel s Envy Cask Strength (2015 Release), 63.95%",170,64,90,2015,Louisville Distilling Co.,"72% corn, 18% rye, 10% malted barley","rich, fruity, oak, vanilla, spice",6.5
"Elijah Craig 23 year old (Barrel No. 26), 45%",200,45,90,2012,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","oak, caramel, vanilla, spice, leather",23
"Angel s Envy Cask Strength (2017 Release), 62.25%",200,62.2,90,2017,Louisville Distilling Co.,"72% corn, 18% rye, 10% malted barley","rich, spicy, caramel, vanilla, oak",6.5
"Blade and Bow 22 year old 2017 Release, 46%",200,46,90,2017,Stitzel-Weller Distillery,undisclosed,"oak, caramel, spice, vanilla, dried fruit",22
"Sweetens Cove Tennessee Blended Straight (2021 Release), 56.85%",200,56.9,90,2021,Undisclosed (sourced from Tennessee),undisclosed,"caramel, vanilla, oak, spice, toasted nuts",12
"Laws Whiskey House Origins X Four Grain, 53.5%",200,53.5,90,2023,Laws Whiskey House,"60% corn, 20% heirloom wheat, 10% heirloom rye, 10% heirloom malted barley","oak, caramel, spice, fruit, vanilla",4
"Garrison Brothers Balmorhea, 57.5%",200,57.5,90,2019,Garrison Brothers Distillery,undisclosed,"rich caramel, vanilla, oak, baking spices, dark chocolate",5
"Remus Gatsby Reserve 15 year old Cask Strength (2023 Release), 49.05%",200,49,90,2023,Ross & Squibb Distillery (formerly MGP),undisclosed,"oak, caramel, vanilla, spice, dried fruit",15
"Angel s Envy Madeira Cask Finished, 50%",230,50,90,2023,Angel's Envy Distillery,"72% corn, 18% rye, 10% malted barley","caramel, dried fruit, spice, vanilla, oak",6.5
"Barrell 15 year old Cask-Strength Bourbon, 52.55%",250,52.5,90,NA,Undisclosed (sourced by Barrell Craft Spirits),undisclosed,"oak, caramel, vanilla, spice, toasted nuts",15
"Russell s Reserve 2003 16 year old Kentucky Straight, 44.75%",250,44.8,90,2003,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","oak, caramel, spice, vanilla, leather",16
"Garrison Brothers Cowboy (2023 Release), 70.45%",250,70.4,90,2023,Garrison Brothers Distillery,undisclosed,"oak, vanilla, caramel, spice, dark chocolate",8
"15 Stars Platinum, 49%",280,49,90,NA,Bardstown Bourbon Company,undisclosed,"caramel, vanilla, oak, spice, citrus",8
"Jimmy Red Bottled in Bond, 50%",300,50,90,2023,High Wire Distilling Co.,100% Jimmy Red Corn,"Nutty, Fruity, Spice, Caramel, Earthy",4
"Heaven Hill 27 year old Barrel Proof, 47.35%",400,47.4,90,2022,Heaven Hill Distillery,"78% corn, 10% rye, 12% malted barley","oak, caramel, vanilla, spice, dried fruit",27
"Michter s 20 year old Bourbon 2016, 57.1%",600,57.1,90,2016,Michter's Distillery,undisclosed,"oak, caramel, vanilla, spice, dried fruit",20
"Rabbit Hole Founders Collection Amburana Finished Cask Strength 12 year old, 62.7%",1100,62.7,90,2023,Rabbit Hole Distillery,undisclosed,"oak, spice, caramel, vanilla, cinnamon",12
"Weller 12 year old, 45%",22,45,89,NA,Buffalo Trace Distillery,undisclosed (wheated),"caramel, vanilla, oak, smooth, toasted nuts",12
"Evan Williams Single Barrel 1992 Vintage (Barrel #1), 45%",25,45,89,1992,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","Vanilla, Caramel, Oak, Spice, Honey",9
"Evan Williams Single Barrel 1994 Vintage (Barrel #1), 43.3% ABV",25,43.3,89,1994,Heaven Hill Distillery,"78% corn, 10% rye, 12% malted barley","caramel, oak, vanilla, spice, honey",10
"Wild Turkey Russell's Reserve 10 year old, 50.5%",25,50.5,89,NA,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice, leather",10
"Maker s Mark, 45%",25,45,89,NA,Maker's Mark Distillery,"70% corn, 16% wheat, 14% malted barley","caramel, vanilla, fruity, oak, smooth",6.5
"Evan Williams Single Barrel 2001 Vintage (Barrel #1), 43.3%",26,43.3,89,2001,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, vanilla, oak, spice, honey",10
"Evan Williams Single Barrel 2002 Vintage, 43.3%",26,43.3,89,2002,Heaven Hill Distillery,"78% corn, 10% rye, 12% malted barley","caramel, vanilla, oak, spice, fruit",10
"Sam Houston, Batch #1, 10 year old, 45%",28,45,89,NA,Western Spirits Beverage Company (sourced from undisclosed distillery),undisclosed,"caramel, oak, vanilla, spice, dried fruit",10
"Redemption High Rye Straight Bourbon (Batch 122), 46%",30,46,89,NA,MGP Distillery,"60% corn, 36% rye, 4% malted barley","spicy, caramel, vanilla, rye, oak",2.5
"Shady Mile, 45%",30,45,89,NA,10th Mountain Whiskey & Spirit Company,undisclosed,"caramel, vanilla, oak, spice",3.5
"Jack Daniel s Triple Mash Blend of Straights, 50%",30,50,89,2022,Jack Daniel's Distillery,"60% Jack Daniel's Tennessee Rye (70% rye, 18% corn, 12% malted barley), 20% Jack Daniel's Tennessee whiskey (80% corn, 12% malted barley, 8% rye), 20% Jack Daniel's American malt (100% malted barley)","caramel, spice, oak, honey, toasted cereal",5.5
"Burnside Oregon Oaked Blended, 46%",30,46,89,NA,Eastside Distilling,undisclosed,"oak, caramel, spice, vanilla",4.5
"Elijah Craig Small Batch, 47%",33,47,89,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, oak, vanilla, spice",8
"Elijah Craig Small Batch, 47%",33,47,89,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, oak, vanilla, spice",10
"Jim Beam Single Barrel, 47.5%",35,47.5,89,2020,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","Oak, caramel, vanilla, spice",5
"Woodford Reserve Distiller's Select, 45.2%",35,45.2,89,NA,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","caramel, oak, vanilla, spice, orange",7
"Backbone Prime Blended (Batch 4), 52%",35,52,89,2022,Backbone Bourbon Company (sourced from undisclosed distilleries),undisclosed,"oak, spice, caramel, vanilla",6
"Puncher s Chance Kentucky Straight, 45%",35,45,89,NA,IJW Whiskey Company,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice",4
"Walker s Cay Kentucky Straight, 45%",35,45,89,2021,Green River Distillery,undisclosed,"caramel, vanilla, oak, spice",5.5
"1792 225th Anniversary, 46.075%",36,46.1,89,2017,Barton 1792 Distillery,undisclosed,"caramel, vanilla, oak, spice, dried fruit",8.5
"Driftless Glen 5 Year Old Single Barrel Straight (No. 1487), 48%",37,48,89,NA,Driftless Glen Distillery,undisclosed,"caramel, vanilla, spice, oak",5
"Old Forester Birthday Bourbon, Fall 1990, 44.5%",38,44.5,89,1990,Old Forester Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, vanilla, oak, spice, fruit",12
"Ranch Road Straight, 47%",38,47,89,NA,Gulf Coast Distillers,undisclosed,"caramel, vanilla, oak, spice",4
"Elijah Craig Barrel Proof 12 year old, 67.1%",40,67.1,89,2023,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, oak, spice, vanilla, toasted nuts",12
"New Riff Bottled in Bond Bourbon, 50%",40,50,89,2014,New Riff Distilling,"65% corn, 30% rye, 5% malted barley","Caramel, Spice, Vanilla, Oak, Cinnamon",4
"Jack Daniel s Tennessee Tasters  Selection Hickory Smoked, 50%",40,50,89,2019,Jack Daniel's Distillery,"80% corn, 12% malted barley, 8% rye","smoky, caramel, hickory, oaky",4.5
"Jack Daniel s Tennessee Tasters  Selection Barrel Reunion #1, 45%",40,45,89,2018,Jack Daniel's Distillery,"80% corn, 12% malted barley, 8% rye","caramel, vanilla, oak, spice, fruit",4.5
"Daviess County Kentucky Straight Bourbon, 48%",40,48,89,2020,Lux Row Distillers,undisclosed,"vanilla, caramel, oak, spice, honey",4
"Devils River Barrel Strength Texas, 58.5%",40,58.5,89,NA,Devils River Distillery,"75% Corn, 21% Rye, 4% Malted Barley","caramel, pepper, oak, vanilla, spice",2.5
"Silverbelly, 45%",40,45,89,2022,Green River Distilling Co.,"70% corn, 21% rye, 9% malted barley","caramel, vanilla, oak, spice",2.5
"Milam & Greene Triple Cask Blend of Straight Bourbons, 47%",43,47,89,2022,Milam & Greene Distillery,undisclosed,"vanilla, caramel, spice, oak, fruity",4
"Tumblin  Dice Straight Bourbon, 50%",45,50,89,2020,MGP (Ross & Squibb Distillery),"60% corn, 36% rye, 4% malted barley","spicy, caramel, vanilla, oak",5.5
"Chattanooga 111 Proof Straight (Batch 19G19R), 55%",45,55,89,2023,Chattanooga Whiskey Co.,"Yellow Corn, Malted Rye, Caramel Malted Barley, Honey Malted Barley (percentages undisclosed)","Caramel, Spice, Vanilla, Oak, Malt",2
"Daviess County Cabernet Sauvignon Cask-Finished Bourbon, 48%",45,48,89,2020,Lux Row Distillers,undisclosed,"fruity, caramel, vanilla, wine-influenced, oak",4
"Daviess County French Oak Cask-Finished Bourbon, 48%",45,48,89,2023,Lux Row Distillers,undisclosed,"oak, spice, vanilla, caramel, dried fruit",4
"Still Austin The Musician Straight, 49.2%",45,49.2,89,2020,Still Austin Whiskey Co.,"70% White Corn, 25% Rye, 5% Malted Barley","vanilla, caramel, spice, oak, fruity",2
"Blue Note Crossroads Straight, 50%",45,50,89,2021,"Blue Note (B.R. Distilling Company, sourced whiskey finished and bottled by Blue Note)","60% corn, 36% rye, 4% malted barley","caramel, spice, oak, vanilla, fruity",4.5
"New Holland Dragon s Milk Beer Barrel Finished, 50.5%",45,50.5,89,2023,New Holland Artisan Spirits,undisclosed,"caramel, malty, vanilla, oak, chocolate",2.5
"Redemption Wheated Bourbon, 48%",46,48,89,2023,MGP Ingredients,"51% corn, 45% winter wheat, 4% malted barley","caramel, vanilla, honey, spice",4
"Buffalo Trace Experimental Collection  Rediscovered Barrels,  1989 vintage, 21 year old, 45%",47,45,89,1989,Buffalo Trace Distillery,undisclosed,"oak, caramel, vanilla, spice, leather",21
"Buffalo Trace Experimental Collection Wheat 115, 45%",47,45,89,NA,Buffalo Trace Distillery,undisclosed,"wheat, sweet, fruity, vanilla, oak",5
"Buffalo Trace Old Fashioned Sour Mash (105 Entry Proof), 45%",47,45,89,NA,Buffalo Trace Distillery,undisclosed,"caramel, vanilla, oak, spice, citrus",4.5
"Buffalo Trace 30 Minute Infrared Light Wave Barrels, 45%",47,45,89,NA,Buffalo Trace Distillery,undisclosed,"caramel, oak, vanilla, spice, toasted",4.5
"William Larue Weller 12 year old, 61%",48,61,89,2022,Buffalo Trace Distillery,Undisclosed (wheated mash bill),"Rich caramel, Vanilla, Oak, Cinnamon, Spice",12
"Wilderness Trail Small Batch Bottled In Bond (Batch 16F01), 50%",48,50,89,2022,Wilderness Trail Distillery,"64% corn, 24% rye, 12% malted barley","caramel, vanilla, oak, spice",6
"Noah's Mill 15 year old Batch 442, 57.15%",50,57.1,89,NA,Kentucky Bourbon Distillers (Willett Distillery),undisclosed,"caramel, oak, spice, vanilla, dark fruit",15
"Russell s Reserve Small Batch Single Barrel, 55%",50,55,89,2020,Wild Turkey Distillery,"75% corn, 13% rye, 12% barley malt","vanilla, caramel, oak, spice, cinnamon",10
"Booker s (Batch No. C06-B-15), 64.45%",50,64.4,89,2006,Jim Beam Distillery,"77% corn, 13% rye, 10% malted barley","caramel, vanilla, oak, spice, dark fruit",6.25
"Jim Beam Signature Craft High Rye, 45%",50,45,89,2013,Jim Beam Distillery,undisclosed (high rye),"spicy, caramel, oak, vanilla, pepper",6
"Tom s Foolery Bonded, 50%",50,50,89,NA,Tom's Foolery Distillery,Undisclosed,"Caramel, Vanilla, Oak, Spice",4
"Bulleit Barrel Strength, 59.7%",50,59.7,89,NA,Bulleit Distilling Co. (Diageo),"68% corn, 28% rye, 4% malted barley","spicy, caramel, oak, vanilla, pepper",7
"Rebel Yell Single Barrel 10 year old (barrel 4744359), 50%",50,50,89,2015,Lux Row Distillers,Undisclosed,"Caramel, Oak, Vanilla, Spice, Fruity",10
"Woodford Reserve Double Double Oaked, 45.2%",50,45.2,89,NA,Woodford Reserve Distillery,"72% corn, 18% rye, 10% malted barley","caramel, vanilla, oak, chocolate, toasted nuts",7
"Hudson Four Grain Bourbon, 46%",50,46,89,NA,Tuthilltown Spirits Distillery,"60% corn, remainder rye, wheat, and malted barley (percentages undisclosed)","caramel, vanilla, spice, grain, oak",3.5
"Heaven s Door, 45%",50,45,89,NA,Heaven's Door Spirits,undisclosed,"caramel, vanilla, oak, cinnamon, spice",6
"Firestone & Robertson TX Single Barrel Bottled in Bond Single Barrel Texas Straight, 50%",50,50,89,NA,Firestone & Robertson Distilling Co.,undisclosed,"caramel, oak, vanilla, spice, toasted grain",4
"Journeyman Distillery Featherbone, 45%",50,45,89,NA,Journeyman Distillery,"70% corn, 25% wheat, 5% rye","Caramel, Vanilla, Spice, Fruit",2
"Three Chord Strange Collaboration (Batch 001), 49.5%",50,49.5,89,2020,Three Chord (Blended sourced from Kentucky and Indiana distilleries),undisclosed,"caramel, oak, vanilla, spice, toasted almond",5.5
"Woodinville Port Cask Finished, 45%",50,45,89,NA,Woodinville Whiskey Co.,undisclosed,"dried fruit, vanilla, spice, caramel, oak",6
"Chattanooga Bottled in Bond Vintage Series (Fall 2017), 50%",50,50,89,2017,Chattanooga Whiskey Distillery,undisclosed,"caramel, toasted oak, spice, dark fruit",4
"Chattanooga Bottled in Bond Vintage Series (Spring 2017), 50%",50,50,89,2017,Chattanooga Whiskey Distillery,undisclosed,"caramel, vanilla, oak, spice, dried fruit",4
"Chattanooga Founders 10th Anniversary Blend of Straights, 50%",50,50,89,2021,Chattanooga Whiskey Co.,undisclosed,"caramel, vanilla, oak, spice, toasted nuts",6
"Middle West Spirits Michelone Reserve, 47.5%",50,47.5,89,NA,Middle West Spirits,undisclosed,"caramel, oak, vanilla, spice, fruit",3.5
"Starlight Distillery Single Barrel (No. 1327), 56.8%",50,56.8,89,2022,Starlight Distillery,undisclosed,"caramel, vanilla, oak, spice",5
"Burnside Goose Hollow RSV, 46%",50,46,89,NA,Eastside Distilling,undisclosed,"caramel, vanilla, oak, spice",4.5
"Daviess County Toasted Barrel Finish Series, 48%",50,48,89,2023,Lux Row Distillers,undisclosed,"toasted oak, caramel, vanilla, spice",4.5
"Penelope Cooper Series Ros  Cask Finished (Batch 07), 47%",50,47,89,2023,Penelope Bourbon (sourced from MGP),undisclosed,"fruity, floral, vanilla, oak, wine-forward",4.5
"Boone County Distilling Eighteen 33 10 year old, 45.4%",53,45.4,89,NA,Boone County Distilling Co.,undisclosed,"caramel, vanilla, oak, spice, toasted nuts",10
"Wild Turkey Kentucky Spirit, 50.5%",54,50.5,89,NA,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","vanilla, caramel, spice, oak, honey",8.5
"Smooth Ambler Big Level Wheated Bourbon, 50%",55,50,89,2018,Smooth Ambler Spirits,"71% corn, 21% wheat, 8% malted barley","vanilla, caramel, oak, cinnamon, creamy",5.5
"New England Distilling Tidewalker, 44%",55,44,89,NA,New England Distilling,undisclosed,"caramel, vanilla, oak, spice",2.5
"Triple Eight Nor'easter Blended Bourbon, 44.4%",60,44.4,89,NA,Triple Eight Distillery,undisclosed,"caramel, vanilla, spice, oak",3
"Basil Hayden s 10 year old, 40%",60,40,89,2020,Jim Beam Distillery,"63% corn, 27% rye, 10% malted barley","caramel, vanilla, oak, spice",10
"Rabbit Hole Cavehill Kentucky Straight Bourbon, 47.5%",60,47.5,89,NA,Rabbit Hole Distillery,"70% corn, 10% malted wheat, 10% malted barley, 10% honey malted barley","caramel, honey, spice, vanilla, toasted oak",3
"Great Jones Four Grain, 45%",60,45,89,2023,Great Jones Distilling Co.,"Corn, Rye, Wheat, Malted Barley (percentages undisclosed)","Vanilla, Spice, Toasted Oak, Caramel",4.5
"Traverse City Sherry Finished, 47.5%",60,47.5,89,NA,Traverse City Whiskey Co.,undisclosed,"dried fruit, caramel, spice, oak",5
"Firestone & Robertson TX Tawny Port Cask-Finished Texas Bourbon, 50.8%",65,50.8,89,NA,Firestone & Robertson Distilling Co.,undisclosed,"dried fruit, caramel, spice, oak, port",4.5
"James E. Pepper Barrel Proof (Batch 0003), 52.7%",65,52.7,89,2023,James E. Pepper Distillery,undisclosed,"caramel, oak, baking spice, vanilla, pepper",3.5
"Larceny Barrel Proof (Batch B524), 62.7%",65,62.7,89,2023,Heaven Hill Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, toasted oak, baking spice, vanilla, dark fruit",7
"Four Roses Mariage Collection (2008 Release), 55.7%",70,55.7,89,2008,Four Roses Distillery,undisclosed,"rich fruit, spice, caramel, oak",12
"Colonel E.H. Taylor Jr. Barrel Proof, 67.25%",70,67.2,89,2022,Buffalo Trace Distillery,undisclosed,"caramel, oak, vanilla, spice, dark fruit",7
"Abraham Bowman Port Finished Bourbon, 50%",70,50,89,2013,A. Smith Bowman Distillery,undisclosed,"Rich fruit, caramel, spice, oak",7
"Abraham Bowman Port Finished Bourbon 12 year old, 50%",70,50,89,2014,A. Smith Bowman Distillery,undisclosed,"dark fruit, vanilla, caramel, oak, spice",12
"KO Distiller s Reserve Bottled in Bond (Barrel No. 16-090), 50%",70,50,89,NA,KO Distilling,undisclosed,"caramel, vanilla, oak, spice",4
"Redemption Cognac Cask Finished, 49.5%",70,49.5,89,2022,Redemption (sourced from MGP),undisclosed,"caramel, dried fruit, spice, oak, cognac",3
"Beyond Distilling, 45%",70,45,89,NA,Beyond Distilling,undisclosed,"caramel, vanilla, oak, spice",2.5
"Frank August Small Batch, 50%",70,50,89,2022,Undisclosed,Undisclosed,"caramel, vanilla, oak, baking spice, honey",3.5
"Four Roses Limited Edition Small Batch, 55.05%",75,55,89,NA,Four Roses Distillery,undisclosed,"rich fruit, spice, vanilla, caramel",13
"Old Forester Birthday Bourbon 2017, 48%",80,48,89,2017,Old Forester Distillery,"72% corn, 18% rye, 10% malted barley","caramel, vanilla, oak, spice, dark fruit",12
"J. Henry & Sons 5 year old Wisconsin Straight Bourbon Bellefontaine Reserve, 51.72%",80,51.7,89,NA,J. Henry & Sons Distillery,"60% Corn, 14% Rye, 14% Wheat, 12% Malted Barley","Vanilla, Caramel, Oak, Baking Spice, Fruit",5
"Redwood Empire 5 year old Grizzly Beast Bottled in Bond, 50%",80,50,89,2023,Redwood Empire Distillery,"69% corn, 22% rye, 5% malted barley, 4% wheat","caramel, spice, oak, vanilla, fruit",5
"World Whiskey Society 6 year old Tequila Cask Finished, 56%",80,56,89,NA,Bardstown Bourbon Company,undisclosed,"caramel, agave, vanilla, spice, oak",6
"Laws Whiskey House 8 year old Bottled in Bond Four Grain, 50%",80,50,89,2023,Laws Whiskey House,"60% corn, 20% heirloom wheat, 10% heirloom rye, 10% malted barley","Rich, Spicy, Fruity, Sweet, Balanced",8
"Backbone Bourbon Anniversary Edition Decade Down Uncut (2021 Batch), 55%",80,55,89,2021,"Backbone Bourbon Company (sourced; distilled in Indiana, likely MGP)",undisclosed,"oak, caramel, baking spice, vanilla, dried fruit",10
"Brother s Bond Original Cask Strength, 57.9%",80,57.9,89,2023,Brother's Bond Distilling Co.,"65% Corn, 22% Rye, undisclosed percentage Wheat and Barley","caramel, vanilla, oak, spice, toasted nuts",3.5
"Still Austin Bottled in Bond High Rye, 50%",80,50,89,2023,Still Austin Whiskey Co.,"70% white corn, 25% rye, 5% malted barley","oak, vanilla, spice, caramel, pepper",4
"Bluegrass Distillers 6 year old Bottled in Bond Blue Corn (2024 Release), 50%",80,50,89,2024,Bluegrass Distillers,"75% blue corn, 21% wheat, 4% malted barley","sweet corn, vanilla, caramel, oak, spice",6
"Goodwood Honey Ale Barrel Finished Kentucky Straight, 45%",87,45,89,NA,Goodwood Brewing and Spirits,undisclosed,"honey, caramel, malt, oak",4
"Eagle Rare 17 year old (2017 Buffalo Trace Antique Collection), 45%",90,45,89,2017,Buffalo Trace Distillery,undisclosed,"oak, caramel, vanilla, spicy, leather",17
"Barrell New Year 2018 Limited Edition, 55.6%",90,55.6,89,2018,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"caramel, spice, dried fruit, oak, vanilla",6.5
"Barrell Cask-Strength Blend of Straight Bourbons (Batch 016), 52.9%",90,52.9,89,2018,Barrell Craft Spirits (sourced; multiple distilleries undisclosed),undisclosed,"caramel, spice, oak, vanilla, dried fruit",12.5
"Widow Jane 13 year old Lucky Thirteen Straight Bourbon (Barrel No. 2007), 49.5%",90,49.5,89,2020,Widow Jane Distillery,undisclosed,"caramel, vanilla, oak, spice, cinnamon",13
"Widow Jane 13 year old Lucky Thirteen Straight Bourbon (Barrel No. 2010), 48.5%",90,48.5,89,2020,Widow Jane Distillery,undisclosed,"caramel, oak, vanilla, dried fruit, spice",13
"Blue Run Reflection I, 47.5%",90,47.5,89,2022,Blue Run Spirits (distilled by Castle & Key Distillery),undisclosed,"caramel, vanilla, oak, spice, honey",4
